match_number,match_id,team,Accurate passes,Aerial duels,Ball possession,Big chances,Big chances missed,Big chances scored,Blocked shots,Clearances,Corner kicks,Crosses,Dispossessed,Dribbles,Duels,Expected goals,Final third entries,Fouled in final third,Free kicks,Goal kicks,Goalkeeper saves,Ground duels,Hit woodwork,Interceptions,Long balls,Offsides,Passes,Recoveries,Red cards,Shots inside box,Shots off target,Shots on target,Shots outside box,Tackles,Tackles won,Through balls,Throw-ins,Total saves,Total shots,Total tackles,Yellow cards
157,12436457,brighton,311,7/18 (39%),80%,1,1,0,6,4,7,6/20 (30%),7,9/13 (69%),53%,0.66,37,3,9,3,1,24/40 (60%),0,2,9/19 (47%),0,349,24,,7,1,4,4,8,100%,,9,1,11,8,0
157,12436457,crystal-palace,54,11/18 (61%),20%,2,1,1,1,26,1,1/3 (33%),6,2/4 (50%),47%,1.05,15,0,3,4,4,16/40 (40%),0,7,6/28 (21%),0,89,23,,5,3,2,1,11,64%,,6,4,6,11,3
158,12436451,man-city,200,3/8 (38%),50%,0,0,0,1,3,4,0/9 (0%),9,5/12 (42%),46%,0.22,39,0,7,5,1,22/46 (48%),0,6,11/20 (55%),0,233,15,,1,2,0,2,10,60%,1,11,1,3,10,0
158,12436451,man-utd,205,5/8 (63%),50%,3,1,2,1,10,1,4/6 (67%),5,6/11 (55%),54%,1.96,16,1,1,2,0,24/46 (52%),0,9,12/24 (50%),2,232,26,,5,2,3,1,16,31%,2,5,0,6,16,0
159,12436461,chelsea,183,6/15 (40%),55%,2,2,0,4,10,2,3/13 (23%),2,3/10 (30%),49%,1.21,27,2,6,1,3,22/42 (52%),0,4,11/27 (41%),0,220,37,1,7,4,3,4,13,62%,0,8,3,11,13,2
159,12436461,brentford,142,9/15 (60%),45%,4,3,1,1,10,3,3/11 (27%),6,3/10 (30%),51%,1.46,24,0,10,6,2,20/42 (48%),1,4,9/25 (36%),1,183,33,0,6,3,4,2,9,100%,2,4,2,8,9,2
160,12436458,southampton,246,6/8 (75%),48%,1,1,0,2,3,2,3/7 (43%),6,2/5 (40%),57%,0.30,22,0,7,3,1,14/27 (52%),0,7,9/15 (60%),2,270,24,,3,3,2,4,5,100%,0,3,1,7,5,0
160,12436458,tottenham,260,2/8 (25%),52%,1,1,0,0,5,2,1/5 (20%),1,3/7 (43%),43%,0.44,26,0,1,4,3,13/27 (48%),0,6,5/15 (33%),0,290,26,,1,1,1,1,9,56%,0,5,3,2,9,2
161,12436465,bournemouth,177,12/22 (55%),60%,0,0,0,8,6,9,6/22 (27%),3,2/6 (33%),61%,1.31,39,2,6,2,0,18/27 (67%),0,3,20/39 (51%),1,236,31,,11,5,7,9,10,70%,0,12,0,20,10,0
161,12436465,west-ham,105,10/22 (45%),40%,1,0,1,3,22,2,3/8 (38%),3,1/8 (13%),39%,1.26,28,1,1,6,6,9/27 (33%),0,4,9/45 (20%),0,163,28,,5,3,1,2,7,57%,0,5,6,7,7,1
162,12436453,aston-villa,243,1/2 (50%),55%,1,1,0,1,3,1,0/2 (0%),0,6/9 (67%),62%,0.44,21,1,6,4,2,20/32 (63%),1,2,10/23 (43%),1,278,20,,5,2,2,0,8,50%,2,7,2,5,8,1
162,12436453,man-city,199,1/2 (50%),45%,1,0,1,1,8,1,1/4 (25%),3,5/10 (50%),38%,0.50,23,1,4,2,1,12/32 (38%),0,1,6/10 (60%),0,223,24,,2,2,3,4,3,33%,0,4,1,6,3,3
163,12436463,brentford,243,9/21 (43%),67%,1,1,0,2,5,5,3/27 (11%),7,8/15 (53%),51%,0.30,32,3,9,3,2,25/46 (54%),0,8,12/19 (63%),1,274,23,,3,0,1,0,8,50%,,7,2,3,8,2
163,12436463,forest,106,12/21 (57%),33%,0,0,0,1,36,1,1/4 (25%),3,2/7 (29%),49%,0.49,22,0,5,3,1,21/46 (46%),0,6,8/23 (35%),2,143,24,,4,2,3,2,14,43%,,8,1,6,14,3
164,12436467,ipswich,161,4/8 (50%),35%,0,0,0,3,2,1,1/3 (33%),5,2/6 (33%),36%,0.42,26,,4,4,1,9/28 (32%),0,3,11/20 (55%),1,191,27,,5,2,1,1,4,75%,1,6,1,6,4,2
164,12436467,newcastle,318,4/8 (50%),65%,2,1,1,0,7,1,3/3 (100%),2,6/8 (75%),64%,0.50,18,,5,6,1,19/28 (68%),1,1,15/28 (54%),1,353,21,,5,3,2,0,9,67%,3,8,1,5,9,0
165,12436478,west-ham,94,10/21 (48%),38%,1,0,1,3,22,2,0/6 (0%),2,3/10 (30%),46%,1.01,23,0,7,5,4,19/42 (45%),0,4,11/39 (28%),1,146,29,,5,2,3,3,10,60%,0,12,4,8,10,0
165,12436478,brighton,200,11/21 (52%),62%,4,3,1,3,14,4,3/17 (18%),7,7/10 (70%),54%,0.87,33,1,7,0,2,23/42 (55%),1,6,17/25 (68%),0,236,28,,9,2,5,1,9,44%,1,8,2,10,9,1
166,12436464,crystal-palace,182,3/10 (30%),41%,2,2,0,2,14,2,2/5 (40%),8,2/5 (40%),48%,0.48,23,1,2,3,1,19/36 (53%),0,3,8/24 (33%),0,216,19,,3,1,3,3,15,40%,0,8,1,6,15,2
166,12436464,arsenal,272,7/10 (70%),59%,2,1,1,3,8,1,5/9 (56%),5,3/13 (23%),52%,1.39,26,0,4,0,3,17/36 (47%),0,6,7/12 (58%),0,304,21,,6,1,3,1,11,64%,1,11,3,7,11,0
167,12436466,everton,67,3/9 (33%),27%,2,2,,1,9,2,1/7 (14%),6,4/14 (29%),39%,0.88,17,1,5,8,1,24/61 (39%),0,3,12/32 (38%),0,100,20,,2,0,2,1,15,27%,,3,1,3,15,2
167,12436466,chelsea,250,6/9 (67%),73%,0,0,,3,6,3,1/10 (10%),5,14/24 (58%),61%,0.20,37,3,8,1,2,37/61 (61%),0,1,14/27 (52%),0,286,24,,1,0,1,3,16,69%,,7,2,4,16,1
168,12436468,fulham,221,8/14 (57%),60%,2,2,,2,10,5,7/21 (33%),4,4/8 (50%),54%,0.59,25,1,6,2,1,12/23 (52%),0,2,5/12 (42%),0,254,15,,5,1,4,2,2,50%,,15,1,7,2,1
168,12436468,southampton,142,6/14 (43%),40%,0,0,,2,26,4,3/11 (27%),0,0/2 (0%),46%,0.15,16,3,3,5,4,11/23 (48%),0,8,5/25 (20%),0,177,23,,2,1,1,2,8,38%,,5,4,4,8,2
169,12436469,leicester,243,3/7 (43%),52%,1,1,0,1,1,4,3/17 (18%),5,3/13 (23%),45%,0.62,30,2,6,4,1,19/42 (45%),0,5,9/13 (69%),0,277,25,,5,2,2,0,11,55%,2,10,1,5,11,0
169,12436469,wolves,232,4/7 (57%),48%,1,1,0,0,16,1,2/3 (67%),5,2/8 (25%),55%,0.69,15,1,6,3,2,23/42 (55%),1,5,16/30 (53%),0,263,33,,3,3,1,1,15,47%,0,3,2,4,15,0
170,12436470,man-utd,230,7/14 (50%),66%,3,3,0,3,8,8,2/9 (22%),6,5/12 (42%),51%,1.28,29,0,5,2,0,21/41 (51%),0,1,13/29 (45%),0,281,28,,5,5,4,7,12,58%,1,10,0,12,12,0
170,12436470,bournemouth,106,7/14 (50%),34%,2,0,2,1,16,1,0/3 (0%),7,5/10 (50%),49%,1.30,28,1,1,7,4,20/41 (49%),0,6,10/29 (34%),1,151,29,,5,2,2,0,13,54%,1,10,4,5,13,2
171,12436471,tottenham,261,3/7 (43%),55%,2,0,2,1,14,6,3/15 (20%),5,7/16 (44%),49%,1.04,25,0,4,5,4,21/42 (50%),0,4,8/15 (53%),1,300,30,,4,0,3,0,10,70%,0,11,4,4,10,1
171,12436471,liverpool,215,4/7 (57%),45%,7,4,3,0,14,3,2/7 (29%),6,2/6 (33%),51%,3.20,27,1,5,2,1,21/42 (50%),0,8,10/21 (48%),1,251,35,,8,4,7,3,14,64%,2,3,1,11,14,1
172,12436481,man-city,287,3/9 (33%),73%,2,2,0,5,5,4,7/15 (47%),2,5/12 (42%),51%,1.25,33,2,3,3,1,21/38 (55%),0,0,7/12 (58%),2,319,20,,7,6,2,6,12,58%,0,11,1,13,12,1
172,12436481,everton,88,6/9 (67%),27%,0,0,0,2,21,3,4/7 (57%),7,5/10 (50%),49%,0.16,30,0,3,6,2,17/38 (45%),0,4,14/32 (44%),1,120,25,,3,1,1,1,9,78%,0,7,2,4,9,3
173,12436476,bournemouth,192,4/15 (27%),53%,,,,1,12,2,2/17 (12%),9,0/8 (0%),39%,0.75,39,1,4,4,2,21/49 (43%),0,6,11/26 (42%),1,230,32,,8,6,2,1,17,65%,1,14,2,9,17,1
173,12436476,crystal-palace,164,11/15 (73%),47%,,,,3,14,2,2/5 (40%),9,4/12 (33%),61%,0.21,36,1,7,7,2,28/49 (57%),0,3,12/29 (41%),0,211,33,,3,1,2,3,17,53%,0,7,2,6,17,1
174,12436473,chelsea,224,3/10 (30%),50%,2,2,0,2,8,3,2/12 (17%),0,5/8 (63%),44%,0.68,36,2,6,4,3,16/33 (48%),0,2,10/21 (48%),3,264,23,,5,1,4,2,5,40%,,4,3,7,5,1
174,12436473,fulham,235,7/10 (70%),50%,3,1,2,0,14,0,6/11 (55%),3,8/10 (80%),56%,1.58,22,2,7,4,4,17/33 (52%),0,2,17/28 (61%),1,267,23,,6,4,5,3,3,67%,,3,4,9,3,1
175,12436477,newcastle,270,9/12 (75%),64%,2,1,1,5,13,6,1/9 (11%),7,2/2 (100%),45%,1.96,31,0,2,1,0,9/28 (32%),1,4,10/12 (83%),3,284,28,0,11,4,4,2,5,80%,1,4,0,13,5,0
175,12436477,aston-villa,126,3/12 (25%),36%,0,0,0,0,6,4,1/14 (7%),3,6/8 (75%),55%,0.19,15,1,7,6,1,19/28 (68%),0,2,9/22 (41%),0,154,17,0,1,1,0,0,7,57%,0,5,1,1,7,0
176,12436479,forest,75,9/12 (75%),29%,1,1,0,1,18,2,1/3 (33%),4,6/9 (67%),60%,0.78,27,1,10,7,1,23/41 (56%),0,3,10/30 (33%),2,114,20,0,5,3,2,1,7,43%,0,8,1,6,7,1
176,12436479,tottenham,240,3/12 (25%),71%,1,1,0,2,3,5,0/12 (0%),4,6/9 (67%),40%,0.44,38,2,5,4,2,18/41 (44%),0,4,3/14 (21%),1,277,27,1,3,3,1,3,7,29%,0,9,2,6,7,4
177,12436480,southampton,226,12/25 (48%),61%,1,1,0,1,7,0,3/10 (30%),3,4/12 (33%),44%,0.43,37,2,4,4,0,16/38 (42%),0,3,18/38 (47%),,271,28,,7,6,0,0,8,63%,0,13,0,7,8,0
177,12436480,west-ham,126,13/25 (52%),39%,1,0,1,3,11,1,3/6 (50%),6,5/7 (71%),56%,1.11,23,0,6,7,0,22/38 (58%),0,2,14/35 (40%),,171,25,,8,4,1,0,11,64%,1,5,0,8,11,2
178,12436482,wolves,229,6/9 (67%),59%,1,,1,1,14,1,0/4 (0%),6,3/6 (50%),54%,0.63,31,0,7,3,2,19/37 (51%),0,7,13/34 (38%),3,271,29,0,2,0,2,1,9,89%,,9,2,3,9,1
178,12436482,man-utd,133,3/9 (33%),41%,0,,0,1,11,2,5/12 (42%),4,3/8 (38%),46%,0.18,33,2,6,1,0,18/37 (49%),0,9,6/29 (21%),0,176,25,1,3,2,2,2,9,67%,,11,0,5,9,2
179,12436474,liverpool,292,6/15 (40%),64%,1,,1,3,6,6,5/15 (33%),5,2/4 (50%),42%,1.06,40,2,3,0,0,14/33 (42%),0,4,11/17 (65%),3,313,24,,8,1,5,1,9,56%,3,6,0,9,9,2
179,12436474,leicester,146,9/15 (60%),36%,0,,0,0,18,0,1/3 (33%),5,0/4 (0%),58%,0.00,11,0,12,3,3,19/33 (58%),0,4,14/26 (54%),2,176,21,,0,0,0,0,7,43%,0,9,3,0,7,1
180,12436475,brighton,184,10/14 (71%),58%,0,0,,1,13,3,2/8 (25%),4,3/9 (33%),55%,0.45,33,0,6,2,3,16/33 (48%),0,3,12/31 (39%),0,233,37,,6,7,1,3,7,86%,,6,3,9,7,0
180,12436475,brentford,121,4/14 (29%),42%,1,1,,2,14,3,2/8 (25%),1,3/9 (33%),45%,0.99,19,0,4,8,1,17/33 (52%),0,8,12/34 (35%),2,169,30,,5,1,3,1,10,50%,,9,1,6,10,2
181,12436472,arsenal,193,9/13 (69%),49%,2,2,0,4,9,3,2/6 (33%),5,4/9 (44%),57%,0.98,19,2,7,1,0,21/40 (53%),0,3,5/13 (38%),0,226,19,,7,2,3,2,11,73%,,6,0,9,11,1
181,12436472,ipswich,200,4/13 (31%),51%,0,0,0,3,7,1,1/6 (17%),7,6/10 (60%),43%,0.15,17,1,5,4,3,19/40 (48%),0,5,6/23 (26%),1,233,21,,0,0,0,3,10,80%,,3,3,3,10,1
182,12436512,leicester,280,3/6 (50%),59%,2,2,0,1,7,1,4/10 (40%),2,7/12 (58%),50%,0.86,25,2,4,2,0,18/36 (50%),1,6,11/13 (85%),1,300,16,,5,3,2,1,7,57%,,9,0,6,7,2
182,12436512,man-city,185,3/6 (50%),41%,1,0,1,1,10,3,4/7 (57%),3,3/7 (43%),50%,0.32,10,1,8,5,1,18/36 (50%),0,3,9/14 (64%),2,209,13,,3,3,1,2,7,57%,,10,1,5,7,1
183,12436532,crystal-palace,107,9/18 (50%),40%,0,0,0,2,23,4,1/11 (9%),5,2/5 (40%),48%,0.46,28,2,8,3,1,21/45 (47%),0,4,10/27 (37%),0,149,28,,2,1,3,4,11,64%,,7,1,6,11,2
183,12436532,southampton,178,9/18 (50%),60%,0,0,0,0,15,4,4/15 (27%),5,2/8 (25%),52%,0.16,30,2,14,2,3,24/45 (53%),0,6,14/30 (47%),1,220,28,,3,2,1,0,8,50%,,6,3,3,8,3
184,12436517,everton,203,12/25 (48%),70%,0,0,,2,6,3,5/23 (22%),6,7/11 (64%),51%,0.52,54,2,7,1,5,23/43 (53%),0,2,21/37 (57%),1,240,25,,6,4,2,2,10,60%,0,18,5,8,10,3
184,12436517,forest,65,13/25 (52%),30%,3,3,,0,23,4,0/4 (0%),9,4/5 (80%),49%,1.06,19,2,6,6,2,20/43 (47%),0,3,8/34 (24%),1,107,28,,5,1,6,2,10,80%,1,4,2,7,10,1
185,12436515,fulham,208,6/21 (29%),58%,0,0,0,2,13,0,5/10 (50%),4,5/7 (71%),58%,0.88,30,1,10,1,3,32/45 (71%),0,8,13/30 (43%),,256,28,,5,2,3,2,17,41%,0,8,3,7,17,1
185,12436515,bournemouth,141,15/21 (71%),42%,2,0,2,0,12,1,1/7 (14%),10,3/10 (30%),42%,0.76,37,2,5,4,2,13/45 (29%),0,6,8/30 (27%),,191,28,,4,2,5,3,6,83%,1,16,2,7,6,1
186,12436521,tottenham,162,10/15 (67%),49%,2,2,0,1,14,1,3/8 (38%),5,4/7 (57%),56%,0.95,25,0,4,3,1,15/30 (50%),0,0,7/23 (30%),2,212,28,,5,4,0,0,8,63%,0,11,1,5,8,1
186,12436521,wolves,164,5/15 (33%),51%,1,0,1,3,6,4,3/11 (27%),4,4/8 (50%),44%,0.56,32,0,4,5,0,15/30 (50%),0,0,14/37 (38%),1,213,26,,4,2,2,3,8,63%,1,12,0,7,8,0
187,12436513,west-ham,255,2/3 (67%),52%,1,1,0,2,12,1,0/4 (0%),8,4/10 (40%),48%,0.24,27,0,6,5,3,18/39 (46%),1,3,9/13 (69%),3,287,22,,3,2,0,1,8,63%,0,6,3,4,8,
187,12436513,liverpool,234,1/3 (33%),48%,3,2,1,1,7,2,2/8 (25%),3,4/9 (44%),52%,1.51,38,1,3,2,0,21/39 (54%),0,2,8/15 (53%),0,265,25,,7,4,5,3,14,64%,1,4,0,10,14,
188,12436530,aston-villa,202,6/11 (55%),57%,1,1,0,3,10,7,2/11 (18%),5,10/16 (63%),64%,0.41,20,1,9,4,1,33/50 (66%),0,4,14/23 (61%),1,240,24,,6,3,2,2,14,57%,,9,1,8,14,0
188,12436530,brighton,148,5/11 (45%),43%,1,1,0,4,19,2,2/7 (29%),6,5/13 (38%),36%,0.67,15,0,1,2,2,17/50 (34%),0,6,13/22 (59%),0,178,29,,5,3,1,3,11,55%,,5,2,8,11,2
189,12436510,ipswich,65,8/15 (53%),23%,0,0,0,0,20,3,1/5 (20%),4,0/2 (0%),51%,0.26,19,0,2,7,1,10/20 (50%),0,4,9/30 (30%),0,105,27,,3,1,3,1,8,38%,0,3,1,4,8,3
189,12436510,chelsea,326,7/15 (47%),77%,2,2,0,5,8,6,1/14 (7%),4,3/7 (43%),49%,0.64,41,1,2,4,2,10/20 (50%),0,1,8/13 (62%),1,365,26,,7,3,2,3,6,50%,0,12,2,10,6,4
190,12436522,man-utd,249,4/10 (40%),56%,0,0,0,4,5,2,2/11 (18%),5,2/9 (22%),40%,0.63,34,1,3,1,0,17/43 (40%),1,2,11/22 (50%),1,279,25,,5,2,1,2,13,54%,,10,0,7,13,1
190,12436522,newcastle,184,6/10 (60%),44%,0,0,0,0,11,0,1/3 (33%),4,4/13 (31%),60%,0.02,20,2,10,2,0,26/43 (60%),0,2,9/27 (33%),3,220,27,,1,1,0,0,12,83%,,12,0,1,12,1
191,12436410,brentford,244,3/11 (27%),63%,0,,0,0,8,2,1/9 (11%),6,1/5 (20%),33%,0.10,31,1,5,3,0,8/22 (36%),0,3,22/43 (51%),0,290,22,,1,1,0,0,2,100%,0,7,0,1,2,0
191,12436410,arsenal,126,8/11 (73%),37%,1,,1,0,13,2,1/7 (14%),1,2/3 (67%),67%,1.05,22,0,3,2,0,14/22 (64%),0,4,10/22 (45%),3,165,29,,5,2,3,0,10,50%,1,5,0,5,10,1
192,12436519,tottenham,248,15/27 (56%),67%,0,0,0,2,8,6,3/19 (16%),3,3/8 (38%),57%,0.60,30,2,10,2,1,24/41 (59%),1,7,12/19 (63%),1,290,26,,7,5,2,2,11,82%,0,5,1,9,11,1
192,12436519,newcastle,101,12/27 (44%),33%,1,1,0,5,19,3,2/5 (40%),6,3/8 (38%),43%,0.62,16,0,6,3,2,17/41 (41%),0,4,8/21 (38%),1,146,23,,5,1,1,2,8,63%,1,10,2,7,8,3
193,12436523,aston-villa,271,5/9 (56%),61%,3,2,1,3,8,3,0/7 (0%),7,4/10 (40%),52%,1.40,24,1,5,1,1,20/39 (51%),1,3,8/20 (40%),0,305,23,,6,3,4,4,11,45%,0,10,1,10,11,0
193,12436523,leicester,163,4/9 (44%),39%,3,2,1,0,6,1,2/5 (40%),6,2/7 (29%),48%,0.36,23,0,4,3,2,19/39 (49%),0,7,5/15 (33%),0,198,25,,3,1,2,0,13,46%,1,9,2,3,13,1
194,12436518,bournemouth,178,12/17 (71%),57%,0,0,,1,19,4,4/16 (25%),6,4/6 (67%),52%,0.45,36,1,6,5,0,19/43 (44%),0,6,11/25 (44%),0,225,27,,4,3,4,4,9,89%,0,10,0,8,9,2
194,12436518,everton,120,5/17 (29%),43%,1,1,,0,15,0,1/7 (14%),8,8/9 (89%),48%,0.51,36,2,8,5,3,24/43 (56%),0,3,19/48 (40%),0,177,29,,3,4,0,1,8,75%,0,17,3,4,8,1
195,12436419,crystal-palace,136,9/13 (69%),41%,2,1,1,3,10,4,3/8 (38%),4,3/7 (43%),64%,0.97,26,1,8,4,0,27/43 (63%),0,4,15/28 (54%),0,179,23,,7,1,5,2,17,53%,0,9,0,9,17,0
195,12436419,chelsea,222,4/13 (31%),59%,0,0,0,3,7,2,1/6 (17%),11,2/8 (25%),36%,0.37,29,3,6,2,4,16/43 (37%),0,3,23/35 (66%),0,259,29,,4,3,0,2,8,25%,0,10,4,6,8,2
196,12436508,man-city,226,4/10 (40%),55%,2,0,2,1,7,1,0/0 (0%),7,3/6 (50%),45%,0.96,18,0,6,6,3,14/30 (47%),0,3,11/22 (50%),0,255,16,,3,0,3,1,5,40%,1,9,3,4,5,1
196,12436508,west-ham,175,6/10 (60%),45%,2,1,1,1,2,1,5/9 (56%),1,3/7 (43%),55%,0.87,14,1,4,1,1,16/30 (53%),0,5,17/25 (68%),0,203,19,,8,5,4,2,10,70%,2,7,1,10,10,0
197,12436520,southampton,159,8/14 (57%),51%,0,0,0,1,11,2,0/5 (0%),3,7/12 (58%),52%,0.11,16,0,3,5,3,14/28 (50%),0,1,10/23 (43%),0,191,18,,1,2,0,2,4,50%,0,1,3,3,4,1
197,12436520,brentford,165,6/14 (43%),49%,8,4,4,1,9,2,1/8 (13%),2,3/5 (60%),48%,3.21,28,1,3,3,0,14/28 (50%),0,2,6/16 (38%),0,186,20,,14,5,8,0,8,50%,1,7,0,14,8,0
198,12436528,brighton,153,9/17 (53%),43%,2,1,1,0,12,0,1/5 (20%),2,7/13 (54%),59%,0.97,23,3,9,3,1,25/41 (61%),0,6,12/24 (50%),0,184,27,,3,2,3,2,9,89%,0,7,1,5,9,2
198,12436528,arsenal,208,8/17 (47%),57%,2,2,0,0,3,2,2/8 (25%),5,1/5 (20%),41%,0.29,29,3,8,4,2,16/41 (39%),0,1,12/22 (55%),3,237,30,,3,3,1,1,8,50%,1,7,2,4,8,2
199,12436525,fulham,268,17/26 (65%),74%,3,1,2,1,6,5,2/15 (13%),2,3/6 (50%),67%,1.81,34,3,8,4,1,23/34 (68%),0,0,9/24 (38%),0,317,20,,6,3,3,1,10,40%,0,18,1,7,10,1
199,12436525,ipswich,74,9/26 (35%),26%,1,0,1,0,16,1,2/3 (67%),6,2/6 (33%),33%,1.10,25,2,4,5,1,11/34 (32%),1,10,8/35 (23%),1,114,23,,3,3,2,2,5,80%,0,6,1,5,5,3
200,12436514,liverpool,129,6/10 (60%),49%,2,1,1,3,18,4,2/12 (17%),3,7/10 (70%),53%,1.67,21,2,5,2,1,18/35 (51%),0,6,9/29 (31%),0,165,20,,8,3,5,3,6,33%,0,9,1,11,6,2
200,12436514,man-utd,116,4/10 (40%),51%,2,1,1,3,16,7,3/15 (20%),1,6/11 (55%),47%,0.61,22,1,5,5,3,17/35 (49%),0,9,10/27 (37%),2,167,20,,6,1,3,1,6,33%,2,10,3,7,6,3
201,12436437,wolves,241,8/16 (50%),68%,0,0,0,3,10,3,3/16 (19%),4,3/8 (38%),49%,0.27,39,1,6,5,0,16/33 (48%),0,8,11/17 (65%),1,288,21,,2,1,1,3,7,43%,0,8,0,5,7,1
201,12436437,forest,100,8/16 (50%),32%,3,2,1,1,21,2,2/5 (40%),3,2/6 (33%),51%,1.56,24,0,6,5,1,17/33 (52%),0,7,8/24 (33%),2,137,21,,5,4,1,1,9,67%,1,9,1,6,9,0
202,12436436,brentford,192,10/23 (43%),51%,4,3,1,2,9,1,4/11 (36%),5,4/7 (57%),40%,2.30,36,1,2,6,4,10/27 (37%),0,5,11/24 (46%),2,225,19,,12,7,5,2,4,50%,,7,4,14,4,
202,12436436,man-city,182,13/23 (57%),49%,4,2,2,0,18,3,6/11 (55%),4,5/5 (100%),60%,1.65,22,0,4,5,2,17/27 (63%),1,3,18/32 (56%),0,218,18,,11,7,6,2,8,63%,,6,2,13,8,
203,12436531,chelsea,189,8/17 (47%),62%,0,0,0,5,1,4,3/8 (38%),2,6/13 (46%),50%,0.56,25,2,8,3,1,18/35 (51%),0,2,19/28 (68%),1,230,22,,8,3,5,5,4,75%,0,13,1,13,4,1
203,12436531,bournemouth,101,9/17 (53%),38%,1,0,1,1,15,2,1/7 (14%),2,3/5 (60%),50%,1.02,25,2,4,4,4,17/35 (49%),0,6,8/21 (38%),1,136,25,,5,2,3,1,9,56%,0,11,4,6,9,2
204,12436509,west-ham,143,11/18 (61%),42%,1,0,1,0,17,0,0/3 (0%),7,7/8 (88%),58%,0.58,24,1,9,6,2,23/41 (56%),0,4,21/33 (64%),3,179,25,,1,1,1,1,7,43%,,2,2,2,7,3
204,12436509,fulham,204,7/18 (39%),58%,2,2,0,3,4,2,3/14 (21%),4,2/5 (40%),42%,1.23,34,3,8,2,0,18/41 (44%),0,2,13/24 (54%),0,242,24,,7,5,5,6,8,63%,,11,0,13,8,2
205,12436526,forest,72,5/14 (36%),29%,0,0,0,2,31,0,0/5 (0%),3,4/7 (57%),55%,0.09,21,2,6,5,5,22/35 (63%),0,6,14/33 (42%),1,109,26,,0,0,1,3,12,75%,0,11,5,3,12,1
205,12436526,liverpool,228,9/14 (64%),71%,3,2,1,4,15,7,5/16 (31%),7,2/7 (29%),45%,1.52,29,3,5,1,1,13/35 (37%),0,1,11/17 (65%),0,269,25,,11,3,7,3,6,33%,0,7,1,14,6,1
206,12436434,everton,193,13/25 (52%),58%,2,2,0,1,12,4,3/11 (27%),7,1/2 (50%),49%,0.66,39,0,6,2,0,20/43 (47%),0,2,17/31 (55%),2,238,25,,4,3,1,1,13,38%,0,7,0,5,13,2
206,12436434,aston-villa,142,12/25 (48%),42%,2,1,1,0,20,1,0/4 (0%),8,2/7 (29%),51%,0.53,24,4,13,2,1,23/43 (53%),0,5,11/29 (38%),0,183,27,,2,1,1,0,8,88%,0,9,1,2,8,0
207,12436527,leicester,198,10/16 (63%),52%,2,2,0,2,6,3,4/12 (33%),8,4/7 (57%),51%,0.65,25,0,3,1,2,19/41 (46%),1,4,11/26 (42%),1,248,30,,8,7,1,2,13,62%,1,12,2,10,13,
207,12436527,crystal-palace,182,6/16 (38%),48%,3,1,2,1,14,3,1/6 (17%),9,7/11 (64%),49%,1.40,30,1,5,6,1,22/41 (54%),0,6,17/38 (45%),1,234,30,,5,0,4,0,11,64%,2,5,1,5,11,
208,12436529,newcastle,195,6/10 (60%),55%,3,1,2,3,13,3,4/10 (40%),7,3/5 (60%),51%,1.45,22,0,7,3,6,17/35 (49%),0,4,12/20 (60%),0,227,28,,6,3,2,2,8,88%,2,7,6,8,8,0
208,12436529,wolves,165,4/10 (40%),45%,2,2,0,2,6,2,2/6 (33%),2,5/11 (45%),49%,1.14,27,1,4,5,0,18/35 (51%),1,2,13/21 (62%),1,195,24,,5,2,6,5,9,44%,0,11,0,10,9,1
209,12436511,arsenal,158,4/10 (40%),44%,3,3,,3,10,3,2/7 (29%),7,5/10 (50%),38%,1.15,28,0,3,7,0,16/42 (38%),0,5,12/22 (55%),0,192,24,,8,4,3,2,8,50%,1,7,0,10,8,2
